Product Class,Product Color,Product Start Date,Product End Date,Product Description,Product Name,Product Model,Product Weight,Product Style,Product Status,Product Subcategory,Product Category,Product Safety Stock Level,Product Category Group,Product Key,Product Alternate Key,Product Days to Manufacture,Product Dealer Price,Product Finished Goods Indicator,Product List Price,Product Standard Cost,Product Line
"","NA",2003-07-01 00:00:00.000,,"","Internal Lock Washer 6","",,"","Current","Undefined","Undefined",1000,"",96,"LI-5160",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Internal Lock Washer 10","",,"","Current","Undefined","Undefined",1000,"",97,"LI-5800",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Internal Lock Washer 1","",,"","Current","Undefined","Undefined",1000,"",98,"LI-6000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Internal Lock Washer 8","",,"","Current","Undefined","Undefined",1000,"",99,"LI-7160",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Internal Lock Washer 2","",,"","Current","Undefined","Undefined",1000,"",100,"LI-8000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 9","",,"","Current","Undefined","Undefined",1000,"",101,"LJ-1213",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 10","",,"","Current","Undefined","Undefined",1000,"",102,"LJ-1220",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 1","",,"","Current","Undefined","Undefined",1000,"",103,"LJ-1420",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 2","",,"","Current","Undefined","Undefined",1000,"",104,"LJ-1428",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 15","",,"","Current","Undefined","Undefined",1000,"",105,"LJ-3410",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 16","",,"","Current","Undefined","Undefined",1000,"",106,"LJ-3416",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 5","",,"","Current","Undefined","Undefined",1000,"",107,"LJ-3816",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 6","",,"","Current","Undefined","Undefined",1000,"",108,"LJ-3824",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 3","",,"","Current","Undefined","Undefined",1000,"",109,"LJ-5161",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 4","",,"","Current","Undefined","Undefined",1000,"",110,"LJ-5162",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 13","",,"","Current","Undefined","Undefined",1000,"",111,"LJ-5811",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 14","",,"","Current","Undefined","Undefined",1000,"",112,"LJ-5818",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 7","",,"","Current","Undefined","Undefined",1000,"",113,"LJ-7161",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 8","",,"","Current","Undefined","Undefined",1000,"",114,"LJ-7162",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 12","",,"","Current","Undefined","Undefined",1000,"",115,"LJ-9080",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Thin-Jam Lock Nut 11","",,"","Current","Undefined","Undefined",1000,"",116,"LJ-9161",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 5","",,"","Current","Undefined","Undefined",1000,"",117,"LN-1024",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 6","",,"","Current","Undefined","Undefined",1000,"",118,"LN-1032",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 16","",,"","Current","Undefined","Undefined",1000,"",119,"LN-1213",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 17","",,"","Current","Undefined","Undefined",1000,"",120,"LN-1220",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 7","",,"","Current","Undefined","Undefined",1000,"",121,"LN-1224",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 8","",,"","Current","Undefined","Undefined",1000,"",122,"LN-1420",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 9","",,"","Current","Undefined","Undefined",1000,"",123,"LN-1428",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 22","",,"","Current","Undefined","Undefined",1000,"",124,"LN-3410",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 23","",,"","Current","Undefined","Undefined",1000,"",125,"LN-3416",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 12","",,"","Current","Undefined","Undefined",1000,"",126,"LN-3816",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 13","",,"","Current","Undefined","Undefined",1000,"",127,"LN-3824",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 1","",,"","Current","Undefined","Undefined",1000,"",128,"LN-4400",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 10","",,"","Current","Undefined","Undefined",1000,"",129,"LN-5161",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 11","",,"","Current","Undefined","Undefined",1000,"",130,"LN-5162",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 2","",,"","Current","Undefined","Undefined",1000,"",131,"LN-5400",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 20","",,"","Current","Undefined","Undefined",1000,"",132,"LN-5811",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 21","",,"","Current","Undefined","Undefined",1000,"",133,"LN-5818",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 3","",,"","Current","Undefined","Undefined",1000,"",134,"LN-6320",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 14","",,"","Current","Undefined","Undefined",1000,"",135,"LN-7161",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 15","",,"","Current","Undefined","Undefined",1000,"",136,"LN-7162",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 4","",,"","Current","Undefined","Undefined",1000,"",137,"LN-8320",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 19","",,"","Current","Undefined","Undefined",1000,"",138,"LN-9080",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Nut 18","",,"","Current","Undefined","Undefined",1000,"",139,"LN-9161",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lower Head Race","",,"","Current","Undefined","Undefined",1000,"",141,"LR-8520",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 4","",,"","Current","Undefined","Undefined",1000,"",142,"LW-1000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 5","",,"","Current","Undefined","Undefined",1000,"",143,"LW-1200",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 10","",,"","Current","Undefined","Undefined",1000,"",144,"LW-1201",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 6","",,"","Current","Undefined","Undefined",1000,"",145,"LW-1400",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 13","",,"","Current","Undefined","Undefined",1000,"",146,"LW-3400",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 8","",,"","Current","Undefined","Undefined",1000,"",147,"LW-3800",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 1","",,"","Current","Undefined","Undefined",1000,"",148,"LW-4000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 7","",,"","Current","Undefined","Undefined",1000,"",149,"LW-5160",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 12","",,"","Current","Undefined","Undefined",1000,"",150,"LW-5800",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 2","",,"","Current","Undefined","Undefined",1000,"",151,"LW-6000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 9","",,"","Current","Undefined","Undefined",1000,"",152,"LW-7160",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 3","",,"","Current","Undefined","Undefined",1000,"",153,"LW-8000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Lock Washer 11","",,"","Current","Undefined","Undefined",1000,"",154,"LW-9160",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Angle","",,"","Current","Undefined","Undefined",1000,"",155,"MA-7075",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Bar 1","",,"","Current","Undefined","Undefined",1000,"",156,"MB-2024",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Bar 2","",,"","Current","Undefined","Undefined",1000,"",157,"MB-6061",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Plate 2","",,"","Current","Undefined","Undefined",1000,"",158,"MP-2066",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Plate 1","",,"","Current","Undefined","Undefined",1000,"",159,"MP-2503",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Plate 3","",,"","Current","Undefined","Undefined",1000,"",160,"MP-4960",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 2","",,"","Current","Undefined","Undefined",1000,"",161,"MS-0253",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 3","",,"","Current","Undefined","Undefined",1000,"",162,"MS-1256",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 7","",,"","Current","Undefined","Undefined",1000,"",163,"MS-1981",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 4","",,"","Current","Undefined","Undefined",1000,"",164,"MS-2259",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 5","",,"","Current","Undefined","Undefined",1000,"",165,"MS-2341",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 6","",,"","Current","Undefined","Undefined",1000,"",166,"MS-2348",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Sheet 1","",,"","Current","Undefined","Undefined",1000,"",167,"MS-6061",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Metal Tread Plate","",,"","Current","Undefined","Undefined",1000,"",168,"MT-1000",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","HL Nipple","",,"","Current","Undefined","Undefined",1000,"",170,"NI-9522",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Pinch Bolt","",,"","Current","Undefined","Undefined",1000,"",176,"PB-6109",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Cup-Shaped Race","",,"","Current","Undefined","Undefined",1000,"",177,"RA-2345",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Cone-Shaped Race","",,"","Current","Undefined","Undefined",1000,"",178,"RA-7490",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Reflector","",,"","Current","Undefined","Undefined",1000,"",179,"RF-9198",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Spokes","",,"","Current","Undefined","Undefined",1000,"",200,"SK-9283",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Seat Lug","",,"","Current","Undefined","Undefined",1000,"",201,"SL-0931",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Chain Stays","",,"","Current","Undefined","Undefined",1000,"",13,"CS-2812",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Mountain End Caps","",,"","Current","Undefined","Undefined",1000,"",17,"EC-M092",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Road End Caps","",,"","Current","Undefined","Undefined",1000,"",18,"EC-R098",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Touring End Caps","",,"","Current","Undefined","Undefined",1000,"",19,"EC-T209",1,,"Not Finished Product",,,""
"L","NA",2003-07-01 00:00:00.000,,"","LL Nipple","",,"","Current","Undefined","Undefined",1000,"",169,"NI-4127",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","BB Ball Bearing","",,"","Current","Undefined","Undefined",800,"",3,"BE-2349",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Headset Ball Bearings","",,"","Current","Undefined","Undefined",800,"",4,"BE-2908",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Blade","",,"","Current","Undefined","Undefined",800,"",5,"BL-2036",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Down Tube","",,"","Current","Undefined","Undefined",800,"",16,"DT-2377",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Fork End","",,"","Current","Undefined","Undefined",800,"",20,"FE-3760",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Fork Crown","",,"","Current","Undefined","Undefined",800,"",31,"FC-3654",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Guide Pulley","",,"","Current","Undefined","Undefined",800,"",34,"GP-0982",0,,"Not Finished Product",,,""
"L","NA",2003-07-01 00:00:00.000,,"","LL Grip Tape","",,"","Current","Undefined","Undefined",800,"",35,"GT-0820",0,,"Not Finished Product",,,""
"M","NA",2003-07-01 00:00:00.000,,"","ML Grip Tape","",,"","Current","Undefined","Undefined",800,"",36,"GT-1209",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","HL Grip Tape","",,"","Current","Undefined","Undefined",800,"",37,"GT-2908",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Handlebar Tube","",,"","Current","Undefined","Undefined",800,"",77,"HT-2981",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Head Tube","",,"","Current","Undefined","Undefined",800,"",78,"HT-8019",1,,"Not Finished Product",,,""
"L","NA",2003-07-01 00:00:00.000,,"","LL Hub","",,"","Current","Undefined","Undefined",500,"",79,"HU-6280",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","HL Hub","",,"","Current","Undefined","Undefined",500,"",80,"HU-8998",1,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Paint - Black","",,"","Current","Undefined","Undefined",60,"",171,"PA-187B",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Paint - Red","",,"","Current","Undefined","Undefined",60,"",172,"PA-361R",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Paint - Silver","",,"","Current","Undefined","Undefined",60,"",173,"PA-529S",0,,"Not Finished Product",,,""
"","NA",2003-07-01 00:00:00.000,,"","Paint - Blue","",,"","Current","Undefined","Undefined",60,"",174,"PA-632U",0,,"Not Finished Product",,,""
